rowname,baseMean,log2FoldChange,lfcSE,pvalue,padj
AC004899.1,0,NA,NA,NA,NA
AC004910.1,2.211534366711611,0.02694015494227211,0.369282299315195,0.8370232094178616,NA
AC004911.1,0,NA,NA,NA,NA
AC004922.1,8.531337432192936,0.1784502799106431,0.431214670390971,0.1456644184146534,0.3607018407687219
AC004923.2,0,NA,NA,NA,NA
AC004923.3,0,NA,NA,NA,NA
AC004924.1,0.14117742642266068,0.020927871641531034,0.39221265368632197,0.8639211219686436,NA
AC004938.1,0.05351372520589371,-0.0016931468941041282,0.3920280509954635,1,NA
AC004941.2,0.09848633798772678,-0.015284367675981412,0.39208912653073197,0.8421900158376372,NA
AC004945.1,0.0473711005651362,-0.001499016398174248,0.39202722761758113,1,NA
AC004951.2,9.841324063975645,-3.892127430884222e-4,0.32423135746787396,0.9961394263546259,0.9991235765321826
AC004951.3,4.978465038838139,0.5495591161333938,0.7506630931251853,0.03957608081416176,0.14832291720243745
AC004965.1,0,NA,NA,NA,NA
AC004967.1,34.46960411084048,-0.31397476544196956,0.2605687504807469,0.12348869209971643,0.3244046879647925
AC004975.1,0,NA,NA,NA,NA
AC004980.1,85.35984854973333,0.16672215417799907,0.20014872607693102,0.3339277005153073,0.6018262804473612
AC004980.2,0.8273591970101251,-0.05878668152868615,0.3909259653746038,0.4487987975554195,NA
AC004980.3,9.64494019087668,-0.7385750711739366,0.8158761390348092,0.023284562922168742,0.10126719630961897
AC004980.4,0,NA,NA,NA,NA
AC004986.1,0.0568778973230751,0.019683860631762997,0.3920642881509322,0.8639200176954824,NA
AC004987.1,0,NA,NA,NA,NA
AC004987.2,0.5073331843203225,-0.01928058536460303,0.3926233978296838,0.5443665290625088,NA
AC004987.3,0.06593628476360977,-0.0016124202995874124,0.39202543876734586,1,NA
AC004987.4,0.24415097966887783,0.022916147869991802,0.39242399761027064,0.7297381541495149,NA
AC004997.1,12.963194840140257,0.06796881112985498,0.38358627926362504,0.5362993297292669,0.7644126839152485
AC005000.1,0.1841358285132758,-0.0017798010557516753,0.392015219905435,1,NA
AC005000.2,0.08272316651289864,-0.0016287788059783682,0.39202365803643197,1,NA
AC005002.1,0,NA,NA,NA,NA
AC005002.2,0,NA,NA,NA,NA
AC005005.1,0.06593628476360977,-0.0016124202995874124,0.39202543876734586,1,NA
AC005005.2,0,NA,NA,NA,NA
AC005008.1,0,NA,NA,NA,NA
AC005011.1,0,NA,NA,NA,NA
